@relation 'Clean_Dataset-weka.filters.unsupervised.instance.Resample-S1-Z5.0-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.unsupervised.attribute.SwapValues-C5-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C5-F2-S3-weka.filters.unsupervised.attribute.SwapValues-C3-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C3-F5-S6-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C7-L1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.NominalToBinary-R1,2,6-weka.filters.unsupervised.attribute.OrdinalToNumeric-R13-15-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11-13,16-20,22'

@attribute airline=Vistara numeric
@attribute source_city=Kolkata numeric
@attribute stops numeric
@attribute arrival_time numeric
@attribute destination_city=Delhi numeric
@attribute days_left numeric
@attribute price numeric

@data
1,0,0.5,1,1,0.958333,0.401742
0,0,0.5,0.4,0,0.604167,0.304245
0,0,0.5,1,1,0.8125,0.380313
1,0,0.5,1,0,0.895833,0.439473
0,1,0.5,0.8,1,0.395833,0.322276
0,1,0.5,1,0,0.916667,0.362682
0,0,0,1,0,0.729167,0.056017
1,0,0.5,1,1,0.958333,0.389275
1,0,0.5,0.8,0,0.375,0.509333
1,1,0.5,1,0,0.25,0.363229
0,0,0.5,1,0,0.291667,0.379444
0,0,0.5,0.8,0,0.666667,0.473554
1,1,0.5,1,0,0.375,0.429379
1,0,0.5,1,0,0.625,0.285852
1,0,0.5,0.4,0,0.604167,0.482301
1,0,0,1,1,0.625,0.241131
1,0,0.5,0.4,0,0.958333,0.436398
1,0,0.5,0.4,1,1,0.440098
1,0,0.5,0.6,1,0.375,0.349923
1,0,0.5,0.4,0,0.541667,0.54849
1,0,0.5,1,0,0.5625,0.487465
1,0,0.5,0.6,0,0.604167,0.435285
1,0,0.5,0.6,0,0.520833,0.435285
1,1,0.5,1,0,0.583333,0.393297
0,0,0.5,0.8,0,0.020833,0.461302
1,0,0.5,0.8,0,0.895833,0.471133
0,0,0.5,0.8,0,0.833333,0.435305
0,0,0.5,0,0,0.041667,0.460677
1,0,0.5,0.4,0,0.333333,0.487133
1,0,0.5,0.8,0,0.583333,0.31513
0,0,0.5,0.8,0,0.25,0.277711
1,1,0.5,1,0,0.833333,0.429379
0,1,0.5,0.4,0,0.6875,0.461087
1,0,0.5,1,0,0.979167,0.423463
0,0,0,0.8,1,0.4375,0.154168
0,0,0.5,1,1,0.416667,0.323965
1,0,0.5,1,0,0.208333,0.436398
1,0,0.5,1,0,0.291667,0.474013
0,1,0.5,0.8,1,0.25,0.311518
1,0,0,1,1,0.9375,0.204258
0,0,0.5,0.8,0,0.375,0.367193
1,0,0.5,0.8,0,0.8125,0.53697
1,0,0.5,0.4,0,1,0.509333
1,0,0.5,0.8,0,0.833333,0.510426
1,0,0.5,0.8,0,0.083333,0.31513
1,0,0.5,0.8,0,0.604167,0.644561
1,0,0.5,0.8,0,0.916667,0.405129
1,0,0.5,0.8,0,0.208333,0.638353
0,0,0.5,1,0,0.5,0.473554
1,0,0.5,1,0,0.104167,0.589043
1,0,0,1,0,0.625,0.116153
1,0,0.5,0.4,0,0.354167,0.586963
1,0,0.5,0.4,0,0.083333,0.324004
1,0,0.5,0.4,1,0.604167,0.404553
1,0,0.5,1,1,0.625,0.525919
0,0,0.5,0.8,0,0.3125,0.271228
1,0,0.5,0.6,0,0.729167,0.45029
1,0,0.5,1,0,0.125,0.471133
0,1,0,1,0,0.1875,0.084015
0,0,0.5,0.6,0,0.416667,0.239627
0,0,0,0.4,1,0.104167,0.098991
0,0,0.5,1,0,0.666667,0.368286
1,0,0.5,0.6,0,0.9375,0.45029
0,0,0.5,0.8,1,1,0.347404
0,0,0.5,0.6,0,0.333333,0.366607
1,1,0.5,0.4,0,0.458333,0.393297
1,1,0.5,0.6,0,0.229167,0.493889
1,1,0.5,0.8,0,0.166667,0.548558
1,0,0.5,0.4,0,0.854167,0.448992
1,0,0.5,0.4,0,0.166667,0.415956
0,1,0,1,0,0.166667,0.195072
0,0,0.5,1,0,0.4375,0.415956
0,1,0.5,0.8,0,0.854167,0.429379
1,1,0.5,0.8,0,0.145833,0.392204
0,0,0.5,0.4,0,0.041667,0.71366
0,1,0,1,0,0.333333,0.081574
1,0,0.5,1,0,0.4375,0.387537
1,0,0.5,0.8,0,1,0.423463
1,0,0,0.8,0,0.125,0.203634
0,0,0.5,0.4,0,0.604167,0.281576
1,0,0.5,0.4,0,0.166667,0.471133
1,0,0.5,0.8,0,0.125,0.408409
1,0,0.5,0.8,0,0.1875,0.472158
1,0,0.5,1,0,0.75,0.362936
1,0,0.5,0.4,0,0.5625,0.586963
1,0,0.5,0.6,0,0.875,0.461663
1,0,1,1,0,0.770833,0.553947
1,0,0.5,0.8,0,0.875,0.407648
1,0,0.5,1,0,0.6875,0.394322
1,0,0.5,0.8,0,1,0.622069
0,0,0,0.4,0,0.8125,0.111525
0,0,0.5,1,0,0.6875,0.415956
1,0,0.5,0.6,0,0.625,0.229514
0,0,0.5,1,0,0.729167,0.534227
0,0,0.5,0.2,0,0.0625,0.31635
0,0,0.5,0.8,0,0.083333,0.387635
1,1,0.5,1,0,0.979167,0.424683
0,0,0.5,1,0,0.791667,0.47246
0,0,0.5,0.8,0,0.145833,0.249858
1,0,0.5,1,1,0.229167,0.459037
0,0,0.5,0.8,1,0.3125,0.252319
1,0,0.5,1,0,0.395833,0.508747
0,0,0.5,0.2,0,0.875,0.324668
1,0,0.5,0.8,0,0.395833,0.451823
0,0,0.5,1,0,0.770833,0.534227
1,0,0.5,1,0,0.729167,0.657487
0,0,0.5,0.4,0,0.270833,0.415956
0,0,0.5,1,0,0.104167,0.330779
1,0,0.5,0.4,0,0.541667,0.588359
1,0,0.5,0.8,0,0.583333,0.473554
0,0,0.5,1,0,0.645833,0.330779
0,0,0.5,1,0,0.229167,0.253129
1,0,0.5,1,0,0.479167,0.452916
1,0,0.5,1,0,0.770833,0.47246
0,0,0.5,1,1,0.770833,0.250483
0,0,0.5,1,0,0.958333,0.388709
0,0,0.5,1,0,0.916667,0.345666
1,0,0.5,0.2,0,0.4375,0.313802
0,0,0.5,0.2,0,0.645833,0.324668
0,0,0.5,1,1,0.583333,0.347404
0,0,0.5,0.6,0,0.979167,0.367193
1,0,0.5,1,0,0.895833,0.313802
0,0,0.5,0.6,0,0.0625,0.367193
1,0,0.5,1,0,0.479167,0.401859
1,0,0.5,0,1,0.916667,0.448289
0,0,0.5,0.4,1,0.875,0.268456
0,1,0.5,0.6,0,0.1875,0.478142
1,0,0.5,0.8,0,0.395833,0.415956
1,0,0.5,0.6,0,0.145833,0.321563
0,0,0.5,0.4,0,0.6875,0.368286
1,0,0.5,1,0,0.583333,0.331872
1,0,0.5,0,1,0.958333,0.41823
1,1,0.5,1,0,0.291667,0.570426
0,0,0.5,1,0,0.354167,0.500508
1,0,0.5,1,0,0.291667,0.508747
1,0,0.5,0.6,1,0.416667,0.448289
1,1,0.5,0.8,0,0.416667,0.392204
1,0,0,0.4,0,0.375,0.085518
1,0,0.5,0.4,0,0.583333,0.285852
0,0,0.5,1,0,0.166667,0.435305
0,0,0,0.4,0,0.958333,0.15487
0,1,0,1,1,0.770833,0.161177
1,1,0.5,1,0,0.625,0.472021
1,0,0.5,0.4,0,0.666667,0.31513
1,0,0.5,0.8,0,0.604167,0.679315
0,0,0.5,0.6,0,0.333333,0.435305
1,0,0,0.4,1,0.479167,0.154168
1,0,0.5,0.8,0,0.4375,0.388709
1,0,0.5,1,1,0.604167,0.41823
1,1,0.5,1,0,0.229167,0.570426
1,0,0.5,0.8,0,0.4375,0.510426
0,1,0.5,0.4,0,0.6875,0.478581
0,0,0.5,0,0,0.1875,0.435305
1,0,0.5,0.6,0,0.270833,0.347268
0,0,0.5,1,0,0.020833,0.438751
1,0,0.5,1,0,0.854167,0.286175
1,0,0.5,0.2,0,0.229167,0.770838
1,0,0,0.6,1,0.75,0.183611
1,1,0.5,0.4,1,0.833333,0.484048
1,0,0.5,0.6,0,0.875,0.285852
0,0,0,0.4,0,0.791667,0.203634
1,1,0.5,0.4,1,0.708333,0.407511
1,0,0.5,0.8,0,0.25,0.385194
1,1,0.5,1,0,0.375,0.400951
1,0,0.5,0.8,0,0.75,0.408409
1,0,0.5,1,0,0.125,0.72513
0,1,0.5,0.4,0,0.604167,0.39111
1,0,0.5,1,0,0.958333,0.436398
1,0,0.5,1,0,0.395833,0.52792
1,0,0.5,0.6,0,0.458333,0.52792
1,0,0.5,0.6,0,0.4375,0.608245
0,0,0.5,0.6,1,0.229167,0.297958
1,0,0.5,0.6,0,0.229167,0.435285
1,0,0.5,0.8,0,0.75,0.330017
1,0,0.5,0.8,0,0.208333,0.366607
1,0,0.5,1,0,0.916667,0.409405
0,0,0.5,1,0,0.333333,0.534227
0,1,0.5,0.6,0,0.6875,0.429379
0,0,0.5,0.6,0,0.479167,0.387635
1,1,0.5,0.4,0,0.25,0.515756
0,0,0.5,0.8,0,0.125,0.493479
1,0,0.5,0.4,0,0.229167,0.478835
0,0,0.5,0.6,1,0.395833,0.173419
0,0,0.5,0.8,0,0.583333,0.384101
1,0,0.5,1,0,0.3125,0.509333
0,0,0.5,0.6,0,0.833333,0.415956
1,0,0.5,1,0,0.604167,0.492493
0,0,0.5,0.8,0,0.354167,0.297333
1,1,0.5,0.8,0,0.9375,0.587705
1,1,0.5,0.8,0,0.416667,0.493889
1,0,0.5,0.4,0,0.104167,0.397475
1,0,0,1,0,0.1875,0.099108
1,1,0.5,1,0,0.666667,0.363229
1,0,0.5,0.8,0,0.25,0.388709
0,0,0.5,0.4,0,0.291667,0.330779
1,0,0.5,1,0,0.083333,0.448992
1,0,0.5,1,0,0.979167,0.655046
1,0,0.5,0.8,0,0.25,0.436398
0,1,0.5,1,0,0.4375,0.373616
1,0,0.5,0.8,0,0.875,0.444472
1,0,0.5,0.4,0,0.875,0.471133
1,0,0.5,0.8,0,0.270833,0.370892
1,1,0.5,0.4,0,0.583333,0.393297
1,0,0.5,1,0,0.479167,0.285852
0,0,0.5,0.6,0,0.604167,0.368286
1,0,0.5,0.8,0,0.083333,0.772956
1,0,0.5,0.4,1,0.479167,0.285735
1,1,0.5,0.4,0,0.375,0.424683
0,0,0.5,0.8,0,0.25,0.416698
1,0,0.5,0.4,0,0.895833,0.558838
1,0,0.5,0.8,0,0.75,0.408409
1,0,0.5,0.8,0,0.625,0.405129
1,0,0.5,0.4,0,0.125,0.810395
0,0,0.5,1,0,0.9375,0.328924
1,1,0.5,1,0,0.958333,0.493889
0,0,0.5,0.6,0,0.979167,0.473554
1,0,0.5,0.8,0,0.375,0.471133
1,0,0,0.8,1,0.1875,0.337349
0,0,0.5,1,0,0.729167,0.387635
1,0,0.5,0.8,0,0.354167,0.47369
0,0,0.5,0.8,0,0.708333,0.47246
1,0,0.5,1,0,0.416667,0.636468
0,0,0.5,0.8,0,0.770833,0.416698
1,1,1,0.2,0,0.375,0.660084
1,0,0.5,1,0,0.375,0.286175
0,0,0.5,1,0,0.541667,0.368286
1,1,0.5,0.6,0,0.833333,0.493889
1,0,0.5,1,0,0.125,0.638353
1,0,0.5,1,0,0.479167,0.406554
1,0,0.5,0.8,0,0.791667,0.613859
0,0,0.5,1,0,0.729167,0.388709
1,0,0.5,1,0,0.416667,0.436398
1,0,0.5,0.4,0,0.875,0.558838
1,0,0.5,0.4,0,0.541667,0.401859
1,0,0.5,1,0,0.833333,0.362936
0,0,0.5,0.8,0,0.3125,0.328924
1,0,0.5,0.8,0,0.333333,0.444823
1,0,0.5,0.8,0,0.791667,0.368286
1,0,0.5,1,0,0.75,0.417605
0,0,0.5,0.4,0,0.6875,0.434192
1,1,0.5,0.2,0,0.791667,0.493889
0,0,0.5,1,1,0.666667,0.326405
1,0,0.5,1,0,0.708333,0.471133
0,0,0.5,0.6,0,0.395833,0.359207
0,0,0,0.2,0,0.75,0.054162
0,1,0.5,1,1,0.041667,0.514077
0,0,0.5,0.4,0,0.9375,0.324404
0,0,0.5,0.4,1,0.354167,0.323965
0,0,0,0.6,0,0.958333,0.078099
1,1,0.5,1,0,0.5,0.393297
1,0,0.5,1,1,0.354167,0.547787
1,0,0.5,0.8,1,0.520833,0.448289
1,0,0,1,0,0.583333,0.094392
1,0,0.5,1,1,0.291667,0.440098
1,0,0.5,0.2,0,0.791667,0.253676
0,0,0.5,0.4,0,0.8125,0.173536
0,0,0.5,0.8,0,0.520833,0.416698
1,0,0.5,0.8,1,0.375,0.239813
0,0,0.5,1,0,0.125,0.173536
1,0,0.5,0.6,1,0.145833,0.285735
1,0,0.5,1,0,0.833333,0.367193
1,0,0.5,0.4,0,0.104167,0.397475
0,1,0.5,0,0,0.125,0.478142
1,0,0,0,1,0.125,0.219263
0,0,0.5,0.4,0,0.270833,0.367193
1,0,0.5,0.2,0,0.25,0.687858
1,0,0.5,0.8,0,0.354167,0.473554
1,0,0.5,0.4,0,0.375,0.388709
1,0,0.5,0.4,0,0.291667,0.608831
1,0,0.5,1,0,0.75,0.362936
0,0,0.5,0.8,1,0.958333,0.347394
0,0,0.5,0.4,0,0.25,0.297333
1,0,0.5,1,0,0.604167,0.436398
1,0,0.5,1,0,0.354167,0.435285
1,0,0.5,1,0,0.604167,0.655046
1,0,0.5,1,0,0.75,0.451823
0,0,0.5,0.4,0,0.333333,0.324668
1,0,0,1,0,0.9375,0.241248
1,0,0.5,0.8,0,0.645833,0.558096
1,0,0,1,0,0.75,0.203634
1,0,0.5,1,0,0.604167,0.528682
0,0,0.5,0.6,1,0.6875,0.401742
0,1,0.5,0.6,1,0.5625,0.448474
1,0,1,0.4,0,0,0.902689
1,0,0,0,1,0.125,0.098991
1,1,0.5,0,1,0.3125,0.407511
1,0,0.5,0.6,0,0.270833,0.253676
0,0,0.5,0.6,1,0.625,0.459037
0,0,0.5,0.6,0,0.979167,0.416698
1,0,0.5,0.8,1,0.645833,0.389275
0,0,0.5,1,0,0.083333,0.387635
0,0,0.5,0.8,0,1,0.368286
0,0,0.5,0.6,0,0.583333,0.496817
1,0,0.5,0.4,0,0.666667,0.286175
1,1,0.5,0.8,0,0.208333,0.478142
1,0,0,1,0,0.416667,0.21938
1,1,0.5,1,0,0.9375,0.486889
1,0,0.5,1,0,0.291667,0.474013
1,0,0.5,0.8,0,0.8125,0.439864
0,0,0.5,0.4,0,0.395833,0.328924
1,1,0.5,0.4,0,0.5,0.424683
0,1,0.5,1,0,0.770833,0.39111
0,0,0.5,1,0,0.041667,0.495421
0,0,0,1,1,0.520833,0.154168
1,0,0.5,0.4,0,0.666667,0.435285
0,0,0.5,1,0,0.625,0.416698
0,0,0.5,0.8,0,0.166667,0.366607
1,0,0.5,0,1,0.4375,0.448289
0,0,0,0.6,0,0.854167,0.15487
1,0,0.5,0.4,0,0.833333,0.31513
0,0,0.5,0.6,1,0.916667,0.299939
0,0,0.5,1,0,0.708333,0.369955
0,0,0,0.6,0,1,0.15487
1,0,0.5,0.2,0,0.4375,0.409405
0,0,0.5,1,0,0.270833,0.416698
1,0,0.5,1,0,0.5625,0.436398
0,0,0.5,0.4,0,0.604167,0.328924
0,0,0.5,0.8,0,0,0.634526
1,0,0.5,0.8,0,0.541667,0.608831
1,0,0.5,1,0,0.166667,0.253676
1,0,0.5,0.8,0,0.3125,0.522571
1,1,0.5,0.8,0,0.895833,0.392204
1,0,0.5,1,0,0.083333,0.493586
0,0,1,0.6,0,0.958333,0
0,0,0.5,0.6,0,0.8125,0.471133
1,0,0.5,1,0,1,0.387635
1,0,0.5,0.6,0,0.145833,0.321563
0,0,0.5,1,0,0.375,0.401859
0,0,0.5,0.4,1,0.020833,0.349279
1,0,0,1,0,0.625,0.155964
0,0,0.5,1,0,0.791667,0.284212
1,0,0.5,0.8,0,0.520833,0.472158
1,0,0.5,1,0,0.625,0.500586
1,0,0.5,1,1,1,0.459037
0,0,0.5,0.8,0,0.145833,0.473554
0,0,0.5,0,0,0.520833,0.395591
1,0,0.5,1,0,0.0625,0.691138
1,0,0.5,1,0,0.208333,0.439473
1,0,0.5,0.8,0,0.8125,0.467901
0,0,0.5,0.4,1,0.666667,0.323965
1,0,0.5,0.4,0,0.395833,0.418767
1,0,0.5,0.2,0,0.3125,0.283734
0,0,0.5,0.6,0,0.854167,0.435305
0,0,0.5,1,0,0.395833,0.459154
1,0,0.5,0.8,0,0.8125,0.544438
1,0,0.5,0.8,0,0.854167,0.558096
1,0,0.5,1,0,0.625,0.415956
1,0,0.5,0.4,0,0.479167,0.47246
1,0,0.5,0.6,1,0.9375,0.41823
1,0,0,1,1,0.208333,0.241131
1,0,0.5,0.4,0,0.875,0.444823
1,0,0.5,0.4,0,0.520833,0.558096
1,0,0.5,0.8,0,0.4375,0.488558
1,0,0.5,0.6,0,0.75,0.330017
0,0,0.5,0.8,1,0.416667,0.459037
1,0,0,0.4,0,0.416667,0.084777
1,0,0,0.4,1,0.895833,0.241131
0,1,0.5,0.4,0,0.3125,0.39111
1,0,0.5,0.8,0,0.6875,0.544438
0,0,0.5,0.8,0,0.541667,0.27197
0,0,0.5,1,0,0.145833,0.099108
1,0,0.5,0,1,0.770833,0.448289
1,0,0.5,0.8,0,0.833333,0.489955
1,0,0.5,0.4,1,0.416667,0.470156
1,0,0.5,0.4,0,0.1875,0.494143
1,0,0.5,0.8,0,0.291667,0.388709
1,0,0.5,0.8,0,0.916667,0.384687
1,1,0.5,0.4,1,0.770833,0.407511
1,0,0.5,0.8,1,0.854167,0.448289
1,0,0.5,0.6,1,0.416667,0.41823
0,0,0,1,1,0.770833,0.098991
1,1,0.5,0.8,0,0.958333,0.75882
1,0,0.5,0.8,0,0.354167,0.330017
1,0,0,1,0,0.541667,0.085518
1,0,0.5,1,1,0.729167,0.440098
1,0,0.5,1,0,0.0625,0.669368
0,1,0.5,1,1,0.041667,0.514077
1,0,0.5,0.8,0,0.104167,0.435285
1,0,0.5,1,0,0.291667,0.558096
1,1,0,1,0,0.229167,0.195072
1,0,0.5,0.4,0,0.645833,0.423463
0,0,0.5,0.8,0,0.041667,0.403811
1,0,0.5,0,1,0.458333,0.41823
1,0,0.5,0.8,0,0.125,0.385194
1,0,0.5,0.8,0,0.75,0.47246
0,0,0.5,1,1,0.083333,0.297958
0,0,0.5,0.6,0,0.8125,0.423463
1,0,0.5,1,0,0.604167,0.488558
1,0,0.5,0.4,0,1,0.286175
1,0,1,0.8,0,0.416667,0.688765
1,0,0.5,0.6,0,0.958333,0.482301
1,0,0.5,1,0,0.5,0.563416
0,0,0.5,1,0,0.708333,0.402298
1,0,0.5,1,0,0.75,0.401859
1,0,0,1,0,0.104167,0.15487
0,0,0.5,1,0,0.4375,0.328924
0,0,0.5,0.4,0,0.145833,0.445809
0,0,0.5,0.4,0,0.166667,0.324668
0,1,0.5,0.8,0,0.333333,0.39111
1,0,0.5,1,0,0.458333,0.313802
0,0,0.5,1,0,0.395833,0.348097
1,0,0.5,1,0,0.916667,0.571959
1,0,0.5,0.8,1,0.979167,0.349923
1,0,0.5,0.6,0,0.354167,0.43221
0,0,0.5,0.4,0,0.1875,0.243864
0,0,0.5,0.8,0,0.041667,0.521751
1,1,0.5,0.8,0,0.333333,0.392204
1,1,0.5,0.8,1,0.0625,0.527784
1,0,0.5,1,0,0.895833,0.313802
1,0,0.5,0.4,0,0.3125,0.504959
0,0,0.5,0.4,1,0.083333,0.284095
0,0,0.5,0.8,1,0.083333,0.246442
1,0,0.5,0.8,0,0.166667,0.362936
1,0,0.5,1,0,0.625,0.488558
0,0,0.5,1,0,0.6875,0.459154
1,1,0.5,0.8,0,0.333333,0.392204
1,0,0.5,0.8,0,0.729167,0.495236
0,0,0.5,0.8,0,0.354167,0.330779
1,0,0.5,1,1,0.291667,0.411143
1,0,0.5,0.4,0,0.083333,0.68079
1,0,0.5,1,0,0.458333,0.452145
1,0,0.5,1,0,0.25,0.254788
1,0,0.5,1,0,0.354167,0.487465
0,0,0.5,0.4,0,0.333333,0.324668
0,0,0.5,0.6,0,0.979167,0.47246
1,0,0.5,0.4,1,0.916667,0.374495
1,0,0.5,0.2,0,0.770833,0.313802
1,0,0,0.8,1,0.416667,0.219263
1,0,0.5,1,1,0.6875,0.389275
0,1,0.5,0.8,0,0.25,0.373616
0,0,0.5,0.4,0,0.4375,0.309751
0,0,0.5,1,0,0.020833,0.429935
1,0,0.5,0.6,0,0.875,0.458539
1,1,0.5,1,0,0.604167,0.382363
1,0,0.5,1,0,0.666667,0.669368
0,0,0.5,0.4,0,0.604167,0.38043
1,0,0.5,0.8,0,0.520833,0.536228
1,0,0.5,0.4,0,0.333333,0.359754
0,0,0.5,0.8,0,0.333333,0.249858
1,0,0.5,1,0,0.291667,0.366607
0,1,0.5,0.6,1,0.583333,0.352217
0,0,0.5,0.4,0,0.354167,0.47246
1,0,0.5,0.4,0,0.854167,0.388728
1,0,0.5,1,0,0.166667,0.536228
1,0,1,0.8,0,0.208333,0.45972
1,1,0.5,0.4,0,0.375,0.393297
1,0,0.5,0,1,0.5625,0.297958
0,1,0.5,0.6,1,1,0.407511
1,0,0.5,0.8,0,0.541667,0.544438
0,0,0.5,0.8,0,0.375,0.254242
1,0,0.5,0.8,0,0.895833,0.536228
1,0,0.5,0.4,0,0.979167,0.286175
1,0,0.5,0.8,0,0.8125,0.297333
0,0,0.5,1,1,0.041667,0.315501
1,0,0.5,0.2,0,0.5625,0.609573
0,0,0.5,0.6,1,0.333333,0.323965
1,0,0.5,1,0,0.5,0.254788
1,0,0.5,0.8,0,0.1875,0.387635
1,0,0.5,0.8,0,0.208333,0.405129
0,0,0.5,0.6,0,0.958333,0.31264
0,0,0.5,0.4,0,0.145833,0.368286
1,0,0.5,0.6,0,0.333333,0.45029
1,0,0,1,1,0.770833,0.154168
1,1,0.5,0.2,0,0.5,0.393297
1,0,0.5,0.4,0,0.708333,0.313802
1,0,0.5,0.4,0,0.604167,0.510426
1,0,0.5,0.6,0,0.166667,0.285852
0,0,0.5,0.8,0,0.5,0.416698
0,0,0.5,0.4,0,0.395833,0.401859
0,0,0.5,1,0,0.1875,0.366607
1,0,0.5,1,0,0.854167,0.415956
1,0,0.5,0.2,0,0.895833,0.253676
1,0,0.5,1,0,0.354167,0.401859
1,0,0.5,0.8,1,0.229167,0.501679
0,0,0.5,0.4,0,1,0.306305
1,0,0.5,0.4,0,0.854167,0.461663
1,0,0.5,1,0,0.333333,0.286175
1,0,0.5,0.4,0,0.916667,0.254788
1,0,0,0.4,0,0.9375,0.085518
1,0,0.5,0.8,1,0.354167,0.384365
1,0,0.5,0.6,1,0.416667,0.41823
1,0,0.5,1,0,0.916667,0.563416
0,0,0.5,0.8,0,0.083333,0.38043
1,1,0.5,1,0,0.854167,0.676377
1,0,0.5,1,0,0.729167,0.558838
1,0,0.5,0.4,0,0.229167,0.504959
1,0,0.5,0.8,0,0.395833,0.488558
1,0,0,1,0,0.895833,0.117695
1,0,0.5,1,0,0.729167,0.528682
1,1,0.5,0.8,0,0.229167,0.424683
1,0,0.5,0.2,0,0.916667,0.253676
0,0,0,0.8,1,0.916667,0.204258
1,0,0.5,0.4,0,0.875,0.297333
1,0,0.5,1,0,0.645833,0.613507
0,0,0.5,0.8,0,0.708333,0.435305
0,0,0.5,0.4,0,0.583333,0.416698
1,0,0.5,1,0,0.604167,0.536228
1,0,0.5,0,1,0.5,0.448289
0,0,0.5,0.4,0,0.770833,0.304245
1,0,0.5,0.8,0,0.708333,0.473554
1,0,0.5,0.6,0,0.416667,0.549788
1,0,0,0.2,0,0.416667,0.054708
1,0,0.5,1,0,0.083333,0.415956
1,0,0.5,0.4,0,0.1875,0.613859
1,1,0,1,0,0.854167,0.195072
1,0,0.5,0.8,1,0.375,0.525919
1,0,0.5,0.4,0,0.5,0.388709
0,0,0.5,1,0,0.104167,0.430111
0,0,0.5,1,0,0.479167,0.330779
1,0,0.5,1,0,0.25,0.474013
1,0,0,0.6,1,1,0.219263
1,1,0,1,0,0.125,0.195072
1,1,0.5,0.8,0,0.5625,0.373616
1,0,0.5,1,0,0.979167,0.253676
0,0,0.5,0.6,0,0.9375,0.484693
0,0,0.5,0.2,0,0.125,0.443261
0,1,0.5,0.4,0,0.708333,0.420632
1,1,0,1,0,0.479167,0.195072
1,0,0,0.6,1,0.020833,0.254252
1,0,0.5,1,0,0.708333,0.47246
0,1,0.5,0.4,1,0.208333,0.311518
1,0,0.5,1,0,0.229167,0.492493
1,1,0.5,0.4,0,0.9375,0.393297
1,0,0.5,0.4,0,0.020833,0.718824
0,0,0,0.4,0,0.583333,0.078099
0,0,0.5,1,0,0.979167,0.330779
0,0,0.5,1,0,0.375,0.173536
1,0,0.5,0.4,0,0.083333,0.474013
1,0,0.5,0.8,0,0.3125,0.254788
1,0,0,1,0,0.333333,0.054708
1,1,0.5,1,0,0.645833,0.392204
1,0,0.5,0.6,1,0.75,0.297958
0,0,0,0.6,1,0.541667,0.204258
0,0,0.5,0.6,0,0.791667,0.473554
0,0,0.5,0.4,0,0.020833,0.44003
0,0,0.5,0.4,0,0.854167,0.297333
0,1,0.5,0.4,0,0.604167,0.39111
0,0,0.5,1,1,0.416667,0.401742
1,0,0,0.8,1,0.895833,0.119433
1,0,0.5,0.8,0,0.125,0.330017
0,0,0.5,1,0,0.625,0.328924
1,0,0.5,0.4,0,0.9375,0.474013
0,0,0,1,1,0.208333,0.204258
0,0,0.5,1,1,0.104167,0.347404
1,0,0.5,0.8,0,0.5,0.488558
1,0,0.5,0.4,1,0.5625,0.470156
1,0,0.5,1,0,0.166667,0.331872
1,0,0.5,1,0,0.729167,0.472158
1,0,0,0.8,1,0.875,0.219263
1,1,0.5,0.8,0,0.8125,0.478142
1,0,0.5,1,0,0.333333,0.387635
1,1,0.5,1,0,0.666667,0.373616
1,1,0.5,1,1,0.770833,0.693979
1,0,0.5,1,0,0.270833,0.486879
1,0,0,0.4,0,0.833333,0.203634
0,0,0.5,0.6,0,0.916667,0.415956
1,0,0.5,0.8,0,0.0625,0.655056
1,1,0.5,1,0,0.895833,0.515756
1,1,0.5,0,1,0.333333,0.407511
0,0,0.5,0.6,1,0.104167,0.347394
1,0,0.5,0.8,0,0.354167,0.435285
1,0,0,0.8,0,0.4375,0.172365
0,0,0.5,0.8,0,0.3125,0.297333
0,0,0.5,0.4,0,0.9375,0.443261
1,0,0.5,1,0,0.666667,0.401859
1,0,0.5,0.4,0,0.916667,0.388728
1,0,0.5,1,0,0.25,0.23993
1,0,0.5,0.8,0,0.5,0.31513
1,0,0.5,1,0,0.020833,0.719771
0,0,0,0.6,0,0.8125,0.15487
1,1,0.5,0.8,1,0.3125,0.484048
1,0,0.5,0.8,0,0.666667,0.544438
1,0,0.5,0.4,0,0.375,0.387635
0,1,0.5,1,0,0.520833,0.39111
0,1,0.5,0.2,0,0.645833,0.599186
1,0,0.5,0.8,0,0.125,0.507888
1,1,0.5,1,0,0.895833,0.75882
0,0,0.5,0.8,1,0.5625,0.380313
1,0,0.5,1,0,0.395833,0.486879
1,0,0.5,0.8,1,0.458333,0.41823
1,1,0.5,1,0,0.395833,0.393297
1,0,0,0.4,0,0.645833,0.056563
0,0,0,0.4,1,0.125,0.11834
1,1,0.5,0.8,0,0.6875,0.393297
1,0,0,0.8,0,0.395833,0.084777
0,1,0.5,1,0,0.895833,0.373616
1,0,0.5,1,0,0.125,0.31513
1,0,0.5,1,0,0.708333,0.486879
1,0,0.5,0.8,1,0.666667,0.556553
1,0,0.5,1,0,0.708333,0.387635
