@relation 'Clean_Dataset-weka.filters.unsupervised.instance.Resample-S1-Z5.0-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.unsupervised.attribute.SwapValues-C5-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C5-F2-S3-weka.filters.unsupervised.attribute.SwapValues-C3-F1-S6-weka.filters.unsupervised.attribute.SwapValues-C3-F5-S6-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C7-L2-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C10-L2-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.NominalToBinary-R1,2,6-weka.filters.unsupervised.attribute.OrdinalToNumeric-R13-15-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R1,4-9,11-13,15-22'

@attribute airline=AirAsia numeric
@attribute airline=Vistara numeric
@attribute source_city=Kolkata numeric
@attribute stops numeric
@attribute days_left numeric
@attribute price numeric

@data
0,0,1,0.5,0.75,0.087257
0,0,0,0.5,0.833333,0.091232
0,1,0,0.5,0.125,0.346979
0,1,0,0.5,0.229167,0.306469
0,0,0,0.5,0.979167,0.148129
0,0,0,0.5,0.375,0.10126
0,0,0,0.5,0.291667,0.124496
0,0,1,0.5,0.833333,0.131008
0,1,0,0.5,0.104167,0.330622
0,0,0,0.5,0.520833,0.155191
0,0,0,0.5,0.395833,0.147884
0,1,0,0,0.375,0.05488
1,0,0,0,0.458333,0.020515
0,0,0,0.5,0.333333,0.110034
0,0,0,0.5,0.354167,0.157332
0,0,0,0.5,0.291667,0.22337
0,0,0,0.5,0.958333,0.039898
0,0,0,0.5,0.125,0.4051
0,0,0,0,0.833333,0.039379
0,1,0,1,0.020833,0.500764
0,0,0,0.5,0.395833,0.10126
0,0,1,0.5,0.479167,0.133026
0,1,0,0.5,0.979167,0.254005
0,0,0,0.5,0.020833,0.53253
0,1,0,0.5,0.104167,0.248746
0,0,0,0.5,0.25,0.376238
0,0,0,0,0.8125,0.103797
0,1,0,0.5,1,0.112725
0,0,0,0.5,0.916667,0.11245
0,0,0,1,0.895833,0.135563
1,0,1,0.5,0.979167,0.058365
0,1,0,0.5,0.520833,0.126024
0,0,0,0,0.479167,0.038156
0,0,0,0,0.25,0.147915
0,0,0,0.5,0.3125,0.148251
0,1,0,0.5,0.229167,0.292742
0,0,0,0.5,0.520833,0.095542
0,0,0,0,0.020833,0.346918
0,0,0,0.5,0.833333,0.106885
0,1,0,0.5,0.1875,0.310077
0,0,0,0,0.5,0.020882
0,0,0,0.5,0.375,0.143543
0,0,0,0.5,0.729167,0.06876
0,0,1,0.5,0.895833,0.159563
0,1,0,0.5,0.666667,0.091904
0,0,0,0,0.958333,0.031154
0,0,0,0.5,0.3125,0.152807
0,0,0,0,0.645833,0.039898
0,0,0,0.5,0.75,0.136939
0,1,0,0.5,1,0.091904
0,0,0,0.5,0.5625,0.271891
0,0,0,0.5,0.541667,0.148251
0,0,1,0.5,0.895833,0.099731
0,0,0,0.5,0.645833,0.152165
0,0,1,0.5,0.4375,0.15299
0,0,0,0.5,0.895833,0.035802
0,1,0,1,0.979167,0.183472
0,0,0,0.5,0.833333,0.089122
0,0,1,0.5,0.791667,0.040693
0,0,1,0,0.333333,0.071298
1,0,1,0.5,0.8125,0.084291
0,0,0,0,0.083333,0.192827
0,0,1,0.5,0.354167,0.159563
0,0,0,0.5,0.979167,0.071909
0,0,0,0.5,0.479167,0.10233
0,0,0,0.5,0.833333,0.0938
0,0,0,0.5,0.354167,0.150391
0,0,0,0,0.5,0.057967
0,0,0,0.5,0.791667,0.06717
0,1,0,0.5,0.541667,0.13914
0,0,0,0.5,0.791667,0.103981
0,0,0,0.5,0.020833,0.293873
0,1,0,0.5,0.375,0.207747
0,0,0,0.5,0.895833,0.041916
0,0,0,0.5,0.583333,0.112602
0,1,0,0.5,0.395833,0.147731
0,0,1,0.5,0.3125,0.158096
0,0,1,0.5,0.9375,0.1322
0,0,0,0.5,0.916667,0.0938
0,0,0,0.5,0.354167,0.115904
0,1,0,0.5,0.875,0.118197
0,1,0,0,0.354167,0.103828
0,1,0,0.5,0.5,0.144246
0,0,0,0.5,0.75,0.089367
0,0,0,0.5,0.229167,0.148251
0,0,1,0.5,0.020833,0.48242
0,1,0,0.5,0.645833,0.147731
0,1,0,0.5,0.25,0.396111
0,1,0,0,0.333333,0.029626
0,0,0,0,0.875,0.07729
0,0,0,0.5,0.458333,0.23563
0,0,0,0.5,0.666667,0.052892
0,1,0,0.5,0.041667,0.340528
0,0,0,0.5,0.958333,0.141097
0,1,0,0,0.4375,0.051211
0,1,0,0.5,0.291667,0.353216
0,0,1,1,0.583333,0.375474
0,1,1,0.5,0.979167,0.151706
0,1,0,0.5,0.125,0.208573
0,0,0,0.5,0.395833,0.049896
0,1,0,0.5,0.854167,0.154916
1,0,0,0.5,0.854167,0.03357
0,1,0,0,0.125,0.195182
0,1,1,0.5,0.9375,0.252171
0,0,0,0.5,0.333333,0.148282
1,0,0,0.5,0.479167,0.126116
0,0,0,0.5,0.8125,0.089367
0,1,0,0.5,0.729167,0.118197
0,0,0,0.5,0.1875,0.399658
0,0,0,0.5,0.5,0.144063
0,1,0,0.5,0.1875,0.306469
0,1,0,0,0.854167,0.103828
0,0,0,0.5,0.958333,0.028923
0,0,0,0.5,0.125,0.192063
0,0,0,0.5,0.479167,0.07729
0,0,1,0.5,0.166667,0.254189
0,0,1,0.5,0.166667,0.398954
1,0,1,0.5,0.583333,0.069524
1,0,0,0.5,0.625,0.024
0,0,1,1,0.291667,0.312401
0,0,0,0.5,0.666667,0.104623
0,1,0,0.5,0.708333,0.120093
0,1,0,0.5,0.4375,0.153388
0,1,0,0,0.895833,0.058671
0,0,0,0.5,0.583333,0.096368
1,0,0,0.5,0.6875,0.122172
0,0,0,0.5,1,0.121805
0,1,0,0,0.458333,0.113458
0,0,0,0.5,0.875,0.146784
0,1,0,0.5,0.791667,0.186713
0,0,0,0.5,0.270833,0.196068
0,0,0,0.5,0.166667,0.327871
0,1,1,0.5,0.604167,0.163752
0,0,0,0.5,0.125,0.122203
0,0,0,0,0.125,0.203834
0,0,0,0,1,0.05491
0,0,0,0.5,0.875,0.148129
0,0,0,0.5,0.25,0.363367
1,0,0,0,0.8125,0.013422
0,0,0,0.5,0.958333,0.183655
0,0,0,0.5,0.5625,0.079002
0,0,0,0.5,0.6875,0.11245
0,0,1,0.5,0.791667,0.143237
0,1,1,0.5,0.75,0.163752
0,0,0,0.5,0.25,0.525162
0,0,0,0.5,0.416667,0.154763
0,1,0,0.5,0.083333,0.433013
1,0,0,1,0.166667,0.376238
0,1,0,0.5,0.479167,0.22762
0,0,0,0.5,0.125,0.272196
0,0,0,0.5,0.770833,0.089428
1,0,0,0.5,0.666667,0.039868
0,0,0,0,0.8125,0.057937
0,0,0,0,0.333333,0.039898
1,0,0,1,0.104167,0.193255
0,0,0,0.5,0.208333,0.262596
0,1,0,1,0.5,0.281674
1,0,1,0.5,0.875,0.085789
0,1,0,0.5,0.416667,0.091904
0,0,1,0.5,0.354167,0.181852
0,1,0,0.5,0.125,0.291763
0,1,0,1,0.666667,0.261679
0,0,0,0.5,0.520833,0.088144
0,0,1,0.5,0.479167,0.173688
0,0,1,0.5,0.0625,0.398954
0,1,1,0,0.958333,0.103767
0,1,1,0,0.645833,0.088541
0,0,1,0.5,0.4375,0.121927
0,0,0,0.5,0.583333,0.06821
0,1,0,0.5,0.770833,0.130549
0,0,0,0.5,0.895833,0.029106
0,0,0,0.5,0.166667,0.365323
0,0,0,0.5,0.145833,0.22817
0,0,0,0,0.291667,0.122203
0,0,0,0.5,0.916667,0.019873
0,0,1,0,0.291667,0.164608
0,0,0,0,0.229167,0.108781
0,0,0,0.5,0.6875,0.122141
0,0,0,0.5,0.020833,0.89021
0,0,0,0.5,0.75,0.096062
0,0,0,0.5,0.5,0.111318
0,0,0,0.5,0,0.247524
0,1,0,0.5,0.791667,0.167329
0,0,0,0.5,0.958333,0.069952
0,0,0,0,0.875,0.036811
0,0,0,0.5,0.083333,0.410267
0,0,0,0.5,0.5,0.124526
0,0,0,0,0.416667,0.0432
0,0,0,0.5,0.625,0.082977
0,1,0,0.5,0.770833,0.118442
0,1,0,0.5,0.208333,0.292742
0,0,1,0.5,1,0.147059
0,0,0,0.5,0.020833,0.401889
0,0,0,0.5,0.791667,0.0938
0,0,0,0.5,0.666667,0.167482
0,0,0,0.5,0.166667,0.336707
0,0,0,0.5,0.208333,0.450685
0,0,0,0.5,0.125,0.147915
0,1,0,0.5,0.354167,0.154916
0,0,0,0,0.5625,0.103797
0,0,1,0.5,1,0.159563
0,0,1,0.5,0.833333,0.108658
0,0,0,0.5,0,0.247524
0,1,0,0.5,1,0.167023
0,1,0,0.5,0.895833,0.154519
0,0,0,0.5,0.625,0.024
0,1,0,0.5,0.104167,0.4051
0,0,0,1,0.291667,0.131436
0,0,0,0,0.3125,0.033509
0,0,0,0.5,0.104167,0.474135
0,0,0,0.5,0.854167,0.128868
0,0,1,0.5,0.520833,0.176471
0,0,0,0.5,0.770833,0.103981
0,0,0,0.5,0.479167,0.13648
0,0,0,0,0.625,0.088724
0,0,0,0.5,0.5625,0.171793
0,0,0,0.5,0.854167,0.099609
0,0,1,0.5,0.75,0.192583
0,0,0,0.5,0.520833,0.155191
0,0,1,0.5,0.229167,0.379693
0,0,0,0.5,0.458333,0.148251
0,0,0,0.5,0.979167,0.018008
0,0,1,0.5,0.541667,0.149841
0,0,0,0.5,0.583333,0.13645
0,0,0,0.5,0.125,0.148282
0,1,0,0.5,0.979167,0.068148
0,0,0,0.5,0.791667,0.120827
0,0,0,0.5,0.75,0.1322
0,0,1,0,0.75,0.103767
0,0,1,0,0.229167,0.164577
0,0,0,0.5,0.708333,0.17858
0,0,1,0.5,0.604167,0.118136
0,1,0,0.5,0.125,0.321634
0,1,0,0.5,0.458333,0.148098
0,0,1,1,0,0.521035
1,0,1,0.5,0.020833,0.105479
0,0,0,0,0.958333,0.057937
0,0,0,0.5,0.395833,0.087257
0,1,1,0.5,0.666667,0.14232
0,1,0,1,0.666667,0.150636
0,0,0,0.5,0.770833,0.149199
0,0,1,0.5,0.5,0.123517
0,0,0,0,0.666667,0.031154
0,0,0,0.5,0.958333,0.088724
0,0,0,0.5,0.104167,0.300171
1,0,0,0.5,0.708333,0.049927
1,0,0,1,1,0.042039
0,0,0,0.5,0.625,0.087288
0,0,1,0.5,0.583333,0.209521
0,0,0,0,0.729167,0.057967
0,1,0,0.5,0.375,0.101168
0,0,0,0,0.333333,0.035863
0,0,0,0.5,0.479167,0.20417
0,0,0,0.5,0.416667,0.092577
0,0,0,0.5,0.791667,0.069952
1,0,0,0.5,0.541667,0.03357
0,0,0,0,0.208333,0.192827
0,0,0,0.5,0.020833,0.26706
0,0,0,0.5,0.291667,0.10233
0,0,1,0.5,0.833333,0.181882
0,0,0,0.5,0.458333,0.136725
0,1,0,0.5,0.916667,0.120918
0,0,0,0,0.875,0.033509
0,0,1,0.5,0.270833,0.164577
0,0,0,0.5,0.833333,0.098447
0,0,0,0.5,0.958333,0.075303
0,1,0,0.5,0.354167,0.190779
0,1,1,0.5,0.208333,0.338174
0,0,0,0.5,0.875,0.092485
0,0,0,0.5,0.1875,0.297114
1,0,0,0,0.75,0.069952
0,0,0,1,0.291667,0.441421
0,0,0,0.5,0.520833,0.143696
0,0,0,0.5,0.979167,0.11248
0,1,0,0.5,0.479167,0.201694
0,0,0,0.5,0.5,0.254647
0,1,0,0.5,0.229167,0.308793
0,1,0,0.5,0.625,0.187569
0,0,0,0.5,1,0.100342
0,0,0,0.5,0.145833,0.336707
0,0,0,0.5,0.729167,0.104806
0,0,0,0.5,1,0.089122
0,0,0,0.5,0.8125,0.099609
0,0,0,0.5,0.8125,0.084077
0,0,1,0.5,0.541667,0.159563
0,0,1,0.5,0.4375,0.134585
0,1,0,0.5,0.375,0.120918
0,1,0,0.5,0.833333,0.118197
0,0,0,0.5,0.833333,0.105509
0,0,1,0.5,0.958333,0.058395
0,1,1,0.5,0.3125,0.201235
0,0,1,0.5,0.083333,0.379693
0,0,0,0.5,0.770833,0.213006
0,1,0,1,0.583333,0.246729
1,0,0,0,0.666667,0.047909
1,0,0,0.5,0.708333,0.091935
0,1,0,0.5,0.6875,0.144246
0,1,0,0.5,0.625,0.113275
0,1,0,0.5,0.1875,0.346979
0,1,0,0.5,0.770833,0.073101
0,0,1,1,0.125,0.33475
0,0,1,0.5,0.020833,0.209521
0,0,0,0.5,0.5,0.099609
0,0,0,0,0.520833,0.079552
0,1,0,0.5,0.833333,0.120215
0,0,0,0.5,0.541667,0.065825
0,1,1,0.5,0.5,0.151706
0,0,0,0.5,0.041667,0.25373
0,0,0,0,0.291667,0.192827
0,0,0,0.5,0.25,0.27027
0,1,0,1,0.6875,0.163018
0,1,0,0.5,0.520833,0.132567
0,1,0,0.5,0.4375,0.167023
0,0,0,0.5,0.479167,0.093066
0,0,0,0,0.5625,0.103797
0,0,0,0.5,0.708333,0.130702
0,0,0,0.5,0.4375,0.167329
0,1,0,1,0.979167,0.150636
0,0,0,0.5,0.979167,0.094778
0,0,0,0.5,0.083333,0.318424
0,1,1,0.5,0.541667,0.151706
0,0,1,0.5,0.791667,0.146233
0,1,0,0.5,0.541667,0.103675
0,0,0,0,0.395833,0.049927
0,0,0,0,0.458333,0.049927
0,1,0,0.5,0.104167,0.27027
0,0,0,0.5,0.854167,0.105601
0,0,0,0,0.770833,0.018619
0,0,0,0.5,0.75,0.054085
0,1,0,0.5,0.354167,0.126177
0,0,0,0.5,0.5625,0.083344
0,0,0,0.5,0.604167,0.117892
0,1,0,0.5,0.291667,0.132689
0,0,0,0.5,0.895833,0.255931
0,0,0,0,1,0.036811
0,0,0,0.5,0.979167,0.028923
0,0,1,0.5,0.520833,0.131008
0,0,0,0.5,0.041667,0.196435
0,1,0,0.5,0.375,0.112847
0,1,0,0.5,0.583333,0.201541
0,0,0,0.5,0.979167,0.093555
0,0,0,0.5,0.3125,0.148251
0,0,0,0.5,0.5,0.098172
0,0,0,0,0.770833,0.018619
1,0,0,0.5,0.979167,0.049468
0,0,0,0.5,0.958333,0.06182
0,1,0,0.5,0.1875,0.230402
0,0,0,0.5,0.375,0.560872
0,1,0,0.5,0.625,0.096123
0,1,0,0.5,1,0.144246
0,1,0,0.5,0.3125,0.286566
0,0,0,0.5,0.416667,0.148129
0,0,0,1,0.4375,0.216491
0,1,0,0.5,0.229167,0.341537
0,0,0,0.5,0.291667,0.203895
0,0,0,0.5,0.3125,0.148282
0,1,1,0.5,0.083333,0.306775
0,0,0,0.5,0.979167,0.071909
0,1,0,0.5,0.395833,0.09915
0,1,0,0.5,0.354167,0.148435
0,0,0,0.5,0.416667,0.075884
0,0,0,0.5,0.75,0.11245
0,1,0,0.5,0.166667,0.477956
0,0,0,0.5,0.854167,0.126605
0,0,0,0.5,0.458333,0.154825
0,0,0,0,0.25,0.10233
0,0,0,0.5,0.458333,0.224441
0,0,0,0,0.729167,0.039898
1,0,1,0.5,0.625,0.084291
0,0,0,0.5,0.75,0.104959
0,1,0,0.5,0.1875,0.295891
0,1,0,0.5,0.895833,0.101137
0,1,0,0.5,0.625,0.154916
0,1,0,0.5,0.354167,0.148435
0,0,0,0,0.1875,0.147915
0,1,1,0.5,0.6875,0.151706
1,0,1,0.5,0.520833,0.106518
0,1,0,0.5,0.25,0.308793
1,0,1,0.5,0.833333,0.058365
0,0,0,0.5,0.6875,0.093555
1,0,0,1,0.625,0.060689
0,0,0,0,0.5,0.108567
0,0,1,0.5,1,0.146233
0,0,0,0.5,0.375,0.172679
0,1,1,1,0.458333,0.202183
0,0,0,0.5,0.854167,0.144399
0,0,1,0.5,0.958333,0.15834
1,0,0,0.5,0.729167,0.030574
0,0,0,0.5,0.020833,0.296961
0,0,0,0.5,0.166667,0.249847
0,0,0,0.5,0.895833,0.108842
0,1,1,0.5,0.1875,0.469579
0,0,0,0.5,0.375,0.095512
0,0,0,0.5,0.5625,0.144858
0,0,0,0.5,0.208333,0.209276
0,1,0,0,0.5625,0.060994
0,0,0,0.5,0.1875,0.24682
0,0,0,0.5,0.979167,0.067843
0,0,0,0.5,0.645833,0.093066
0,0,0,0.5,0.354167,0.154641
0,0,0,0.5,0.229167,0.166412
0,1,0,0.5,0.791667,0.20041
0,1,0,0.5,0.3125,0.132567
0,0,0,0.5,0.25,0.21695
0,0,1,0,0.666667,0.056897
0,0,0,0,0.5,0.039898
0,1,0,0,0.666667,0.018619
1,0,0,0.5,0.958333,0.060689
0,1,0,0.5,0.354167,0.203681
0,0,0,0.5,0.875,0.099609
0,0,0,0.5,0.229167,0.147884
0,0,0,0.5,0.833333,0.144001
0,0,0,0.5,0.8125,0.167329
0,0,0,0.5,0.8125,0.075884
0,0,1,0.5,0.375,0.15299
0,1,1,0.5,0.0625,0.511771
0,1,0,0.5,0.1875,0.289532
0,0,0,0.5,0.5,0.148282
0,1,0,0.5,0.25,0.321634
0,0,0,0.5,0.604167,0.06717
1,0,0,0.5,0.479167,0.037636
0,1,0,0.5,0.645833,0.203681
0,1,0,0.5,0.854167,0.167023
0,1,1,0.5,0.395833,0.188914
0,1,0,0.5,0.25,0.36621
0,0,0,0.5,0.3125,0.13645
0,0,0,0.5,0.895833,0.07515
0,1,0,0.5,0.75,0.299315
0,1,0,0.5,0.083333,0.454262
0,0,1,0.5,0.645833,0.131497
0,1,0,0.5,0.708333,0.112725
0,0,0,0.5,0.3125,0.200318
0,1,0,0.5,0.333333,0.103675
0,1,1,0.5,0.958333,0.151706
0,0,0,0.5,0.916667,0.113795
0,0,0,0.5,0.25,0.122233
0,1,0,0.5,1,0.157668
0,0,0,0.5,0.958333,0.119665
0,0,0,0,0.416667,0.103797
0,1,0,0.5,1,0.141464
1,0,0,0.5,0.3125,0.041947
0,1,0,0.5,0.333333,0.158707
0,0,0,0,0.645833,0.037605
0,1,0,0.5,0.541667,0.158585
0,0,1,0.5,1,0.121927
1,0,0,1,0.458333,0.10343
0,0,0,0.5,0.875,0.076984
0,1,0,0,0.395833,0.05011
0,0,0,0.5,0.395833,0.138315
0,0,0,0.5,0.791667,0.06983
1,0,0,0.5,0.791667,0.029075
1,0,0,0.5,0.479167,0.095023
0,0,0,0.5,0.645833,0.094778
0,1,0,0.5,0.229167,0.306469
0,1,0,0.5,0.104167,0.274061
0,1,0,1,0.708333,0.366302
0,0,0,1,0.354167,0.192308
0,0,0,0.5,0.75,0.161551
0,1,0,0.5,0.25,0.344167
0,0,0,0.5,0.541667,0.096184
0,1,1,0.5,0.270833,0.290418
0,1,0,0.5,0.854167,0.125382
0,0,0,0.5,0.270833,0.128011
0,1,0,0.5,0.8125,0.425339
0,0,0,0.5,0.833333,0.146661
0,0,1,0.5,0.645833,0.040693
1,0,0,0,0.875,0.010334
0,0,0,0.5,0.458333,0.120307
0,0,0,1,0.9375,0.195396
0,1,1,0.5,0.020833,0.427846
0,1,0,0.5,0.479167,0.115904
0,0,1,0.5,0.5625,0.157546
0,1,0,0.5,0.791667,0.108781
0,0,0,0.5,0.104167,0.661918
0,0,0,0.5,0.395833,0.093066
0,0,0,0.5,0.416667,0.06876
0,1,0,0.5,0.458333,0.187722
0,1,0,0.5,0.1875,0.314235
0,0,0,0.5,0.145833,0.272502
0,0,0,0.5,0.604167,0.140027
0,0,0,0.5,0.916667,0.107252
0,0,1,0.5,0.854167,0.099731
0,0,0,0.5,0.270833,0.476978
0,0,0,0.5,0.4375,0.13648
0,1,1,0.5,0.625,0.156353
0,0,0,0.5,0.583333,0.139079
0,1,0,0.5,0.375,0.113275
0,0,0,0.5,0.583333,0.09273
0,0,0,0.5,0.625,0.10022
0,0,0,1,0.1875,0.370552
0,1,0,0.5,0.833333,0.158585
0,1,1,0.5,0.729167,0.151706
0,0,0,0.5,0.791667,0.093555
0,0,1,0.5,0.104167,0.164577
0,0,1,0.5,0.125,0.209521
0,1,0,0.5,1,0.111593
0,0,0,0,0.020833,0.280879
0,0,1,0.5,0.416667,0.121224
0,0,0,0.5,0.270833,0.29479
1,0,0,1,0.958333,0.060689
0,1,0,0.5,0.375,0.103675
0,0,0,0.5,0.166667,0.122203
1,0,0,0.5,0.541667,0.035007
0,0,0,0,1,0.033509
0,1,0,0.5,0.979167,0.153388
0,1,0,0.5,0.208333,0.331265
0,0,0,0.5,0.75,0.164058
0,0,0,0.5,0.145833,0.209276
0,0,0,0.5,0.729167,0.095542
0,0,0,0,0.645833,0.039898
1,0,0,0.5,0.645833,0.024
0,0,0,0.5,0.5625,0.07194
0,1,0,0,0.5,0.029626
0,1,0,0.5,0.8125,0.101137
0,1,1,0.5,0.708333,0.151706
0,0,1,0.5,0.729167,0.17433
0,0,0,0.5,0.458333,0.257124
0,0,0,0,0.875,0.03036
0,1,0,0.5,0.75,0.14235
0,1,0,0.5,0.0625,0.349731
0,1,0,0.5,0.9375,0.118197
0,1,0,0,0.333333,0.060994
0,1,0,0.5,0.625,0.142687
0,1,0,0.5,0.0625,0.337318
0,0,0,0.5,0.895833,0.256359
0,0,0,0.5,0.708333,0.161551
0,0,1,0.5,0.75,0.181179
0,1,0,0.5,0.395833,0.09808
0,0,0,0.5,0.9375,0.028892
0,0,1,0.5,0.6875,0.040693
0,0,0,0.5,0.291667,0.147884
0,1,0,0.5,0.25,0.266693
0,0,0,0.5,0.041667,0.292742
0,0,0,0.5,0.4375,0.118687
0,0,0,0.5,0.1875,0.312003
0,0,1,1,0.520833,0.164577
0,0,0,0.5,0.625,0.207747
0,0,0,0.5,0.166667,0.169164
0,0,0,0.5,0.5,0.105234
0,1,0,0.5,0.25,0.310077
0,0,0,0.5,0.125,0.472514
0,1,0,0.5,0.854167,0.182708
0,1,0,1,0.958333,0.150636
0,0,0,0.5,0.291667,0.124496
0,0,1,1,0.104167,0.360432
0,1,0,0,0.791667,0.056714
0,1,0,0.5,0.875,0.186988
0,0,0,0.5,0.666667,0.124526
0,0,1,0,1,0.050294
0,0,0,0.5,0.416667,0.120368
0,0,0,0.5,0.3125,0.085942
0,1,0,0.5,0.0625,0.364376
0,0,0,0.5,0.583333,0.156567
0,0,0,0.5,0.270833,0.153693
0,1,0,0.5,0.041667,0.548581
0,1,0,0.5,0.395833,0.148098
0,0,0,0.5,0.229167,0.213495
0,0,0,0.5,0.625,0.127033
0,0,1,0,0.083333,0.164577
0,1,0,0.5,0.208333,0.317445
0,0,0,0.5,0.75,0.114284
0,1,0,1,0.916667,0.232787
0,1,0,0.5,0.416667,0.186713
0,1,0,1,0.520833,0.2068
0,1,0,0.5,0.125,0.328635
0,1,0,0.5,0.354167,0.163416
0,1,0,0.5,0.875,0.139263
1,0,0,1,0.729167,0.042039
0,1,0,0.5,0.833333,0.16525
0,1,0,0.5,0.208333,0.248746
0,1,0,0.5,0.291667,0.158707
0,0,1,0,0.604167,0.154977
0,0,1,0,0.083333,0.209551
0,0,0,0.5,0.625,0.207747
0,1,1,0.5,0.791667,0.151706
0,1,0,0.5,0.25,0.306469
0,0,0,0.5,0.270833,0.35979
0,1,0,0.5,0.125,0.4051
0,1,0,0.5,0.229167,0.217653
0,0,0,0,0.770833,0.031154
0,1,0,0.5,0.625,0.167023
0,0,1,1,0.854167,0.185612
0,1,0,0,0.270833,0.147915
0,0,0,0.5,0,0.342516
0,0,0,1,0.333333,0.124496
0,1,0,0.5,0.145833,0.306469
0,0,0,0.5,0.333333,0.67378
0,0,0,0.5,0.0625,0.355968
0,1,0,1,0.604167,0.277088
0,1,0,0.5,0.875,0.167023
0,0,0,0.5,0.8125,0.131864
1,0,0,0.5,0.270833,0.148098
0,1,0,0.5,0.895833,0.091904
0,0,0,0.5,0.8125,0.093555
0,1,0,0.5,0.958333,0.24413
0,1,0,0.5,0.375,0.162254
0,0,0,0.5,0.479167,0.078421
0,0,0,0.5,0.25,0.249847
0,0,0,0.5,0.3125,0.409563
0,0,0,0,0.125,0.153724
0,1,0,0.5,0.416667,0.15458
0,1,0,0.5,0.395833,0.09808
0,0,0,0.5,0.583333,0.060138
0,0,0,0.5,0.916667,0.122906
0,0,0,0.5,0.520833,0.147701
1,0,0,1,0.229167,0.193255
0,0,0,0.5,0.6875,0.031154
0,0,0,0.5,0.9375,0.167329
0,0,0,0.5,0.479167,0.271921
0,0,0,1,0.083333,0.10233
0,0,0,0.5,0.791667,0.097499
0,1,0,0.5,0.416667,0.132567
0,0,0,0.5,0.625,0.144093
0,1,0,0.5,0.6875,0.132567
0,0,0,0.5,1,0.165006
0,0,0,0.5,0.395833,0.092546
0,1,0,1,0.479167,0.163752
0,0,0,0.5,0.041667,0.195151
0,1,0,0.5,0.229167,0.292742
0,1,1,0.5,0.833333,0.252171
0,0,0,0.5,0.854167,0.087899
0,0,0,0.5,0.6875,0.130702
0,0,0,0.5,0.791667,0.143115
0,0,0,0.5,0.104167,0.122203
0,0,1,0.5,0.666667,0.118136
0,0,0,0.5,0.979167,0.018008
0,1,0,0.5,1,0.073101
0,0,0,0.5,0.958333,0.216186
0,0,0,0.5,0.375,0.099609
0,0,0,0.5,0.520833,0.214076
0,0,0,0.5,0.4375,0.267702
0,1,0,0.5,0.520833,0.186713
0,1,0,0.5,0.416667,0.14235
0,1,0,0.5,1,0.167329
0,0,0,0.5,0.666667,0.159716
0,0,1,0,0.8125,0.08848
0,1,0,0.5,0.375,0.158707
0,0,0,0,0.416667,0.041549
0,0,1,0.5,0.25,0.209521
0,1,1,0.5,0.479167,0.180843
1,0,0,1,0.25,0.192797
0,0,0,0.5,0.75,0.07515
0,0,0,0.5,0.5625,0.066559
0,0,0,0,0.270833,0.148282
0,1,0,0.5,0.354167,0.126177
0,0,0,0.5,0.729167,0.19457
0,0,0,0.5,0.104167,0.247524
0,0,0,0.5,0.8125,0.024
0,1,0,0.5,0,0.4003
0,1,0,1,0.729167,0.187599
0,1,0,0.5,0.791667,0.068515
0,1,0,0.5,0.208333,0.208573
0,0,0,0.5,0.9375,0.086676
0,1,0,0.5,0.25,0.318424
0,1,0,0.5,0.875,0.096826
0,1,0,0.5,0.958333,0.112725
0,1,1,1,0.854167,0.203559
0,1,0,0,0.166667,0.10236
0,1,0,1,0.520833,0.215085
0,0,0,0.5,1,0.019873
0,1,0,0.5,1,0.182708
0,1,0,0.5,0.4375,0.096643
1,0,0,0.5,0.9375,0.03357
0,0,1,0.5,0.041667,0.789012
0,1,0,0.5,1,0.160083
0,0,0,0.5,0.583333,0.103981
0,0,0,0,0.291667,0.098814
0,1,0,0.5,0.479167,0.167329
1,0,0,0,0.0625,0.151492
0,1,0,0,0.645833,0.037361
0,0,0,0,0.25,0.122203
0,1,0,0.5,0.229167,0.306469
0,0,1,0,0.229167,0.177449
0,0,0,0.5,0.270833,0.32145
1,0,0,0.5,0.333333,0.123762
0,0,0,0.5,0.583333,0.093066
0,1,1,0.5,0.104167,0.38593
0,0,0,0.5,0.3125,0.103981
0,0,0,0.5,0.25,0.319188
1,0,0,0,0.604167,0.020515
0,0,0,0.5,0.416667,0.124526
0,1,0,0.5,0.416667,0.112327
0,0,0,0.5,0.916667,0.131375
0,0,0,0.5,0.375,0.18497
0,0,0,0,0.041667,0.148282
0,0,0,0.5,0.666667,0.093433
0,1,1,0.5,0.020833,0.536994
0,1,0,0.5,0.375,0.099486
0,1,0,0.5,0.166667,0.477956
1,0,0,0.5,0.75,0.118411
0,0,0,0.5,0.708333,0.101963
0,1,0,0.5,0.354167,0.111593
0,0,0,0.5,0.020833,0.36621
0,1,1,0.5,0.479167,0.418705
0,0,1,0.5,0.75,0.119634
0,1,1,0.5,0.895833,0.155619
